"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","54264","test_request_migration_vllm_aggregated[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_vllm","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[4096-vllm]","lib.bindings.python.tests.replay","2026-04-09","passed","2026-04-09","","test_replay_aic_parity","",""
"","1","test_decode_with_prefill_metadata_bypasses_guard","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestMultimodalGuard","test_trtllm_handler_base","",""
"","0","test_omni_router_requires_stage_configs_path","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"Test usage statistics calculation for various scenarios.","0","test_build_completion_usage[text]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestUsageStatistics","test_vllm_prompt_embeds","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_trtllm_gpu2]","tests","2026-04-09","passed","2026-04-09","","test_predownload_models","",""
"guided_decoding with 'choice' must be converted to a regex pattern.

        TRT-LLM's GuidedDecodingParams doesn't have a 'choice' field.
        The handler should convert choice=[""yes"", ""no"", ""maybe""] to
        regex=""(yes|no|maybe)"" so that GuidedDecodingParams can enforce it.
        ","0","test_choice_converted_to_regex","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Test _uses_nixl_connector for direct, nested-in-PdConnector, and absent cases.","1","test_uses_nixl_connector_direct_and_nested","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_error_returns_failed_status","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterVideo","test_output_formatter","",""
"Test that --connector none raises ValueError telling user it's no longer needed.","4","test_connector_none_raises_error","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-worker_failure-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"Test extracting text from multi-turn conversation.","0","test_extract_user_text_multi_turn","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_chat_message_utils","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","0","test_multiple_flags","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[1024]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test that MULTIMODAL returns False for is_diffusion.","0","test_is_diffusion_false_for_multimodal","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestModality","test_trtllm_video_diffusion","",""
"Engine raises → yields {error: ..., finished: True}, no crash.","1","test_engine_error_yields_error_chunk","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"IPv4 strategies fail, IPv6 UDP returns fd00::1 → returns fd00::1.","0","test_ipv6_fallback","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestGetHostIp","test_vllm_unit","",""
"","0","test_agg_worker[DisaggregationMode.AGGREGATED]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Non-positive ulysses_degree must be rejected.","0","test_omni_config_invalid_ulysses_degree[0]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"Test that --is-decode-worker still works but emits DeprecationWarning.","3","test_legacy_is_decode_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_single_flat","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestParseDynamicFlags","test_dynamic_flags","",""
"","0","test_no_prompt_tokens","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildCompletionUsage","test_output_formatter","",""
"Choice list with None items should filter them out.","0","test_choice_with_none_items_filtered","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Without encode client -> returns empty dict.","0","test_no_encode_client_returns_empty","components.src.dynamo.vllm.tests","2026-04-09","skipped","2026-04-09","TestLoadMultimodalData","test_vllm_worker_handler","",""
"","0","test_stage_id_requires_stage_configs_path","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"Regression: final chunk contains reasoning end + tool call + finish.

    When </think>, <tool_call>... </tool_call>, and finish_reason=stop arrive
    in one CompletionOutput, the tool call must still be emitted.
    ","0","test_stream_interval_20_reasoning_and_tool_finish_same_chunk","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
"Test SGLang deployment scenarios using common helpers","48650","test_sglang_deployment[multimodal_disagg_qwen-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","51133","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_sglang","",""
"","0","test_picks_expected_llm_cls[_autodeploy-tensorrt_llm._torch.auto_deploy.LLM]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Test that optional fields default to None.","0","test_optional_fields_default_none","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"Test default values for completed response.","0","test_default_values","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"","0","test_accepts_private_ipv6","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"PIL image list for non-Qwen model -> returns None.","1","test_pil_image_list_non_qwen_returns_none","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBuildEmbeddingParams","test_vllm_worker_handler","",""
"Test all None uses config default.","0","test_compute_num_frames_defaults","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"","0","test_bool_true","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestInferType","test_dynamic_flags","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"
    Test GPU cache eviction mechanics.

    Validates that:
    - Multiple requests fill GPU cache causing eviction
    - Evicted blocks can be retrieved from CPU cache via onboarding
    - Metrics correctly reflect offload and onboard operations
    ","639","test_gpu_cache_eviction[llm_server_kvbm0]","tests.kvbm_integration","2026-04-09","passed","2026-04-09","","test_kvbm","",""
"Test error handling in generate method.","5","test_generate_error_handling","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
